,ID,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Target,Days_Since_Registration,Age,FamilySize,YearsSinceRegistration,TotalSpend,TotalAcceptedCampaigns,TotalPurchases,WebProportion,CatalogProportion,StoreProportion,WebConversionRatio
ID,1.0,0.017780749273393084,0.03260595303974845,-0.014925583026387391,-0.0017338979684038036,-0.04627678962323375,0.006842452009924453,0.028203521048280233,0.026392643550555206,-0.0013459682480579831,0.010109048030057922,0.01125959978674343,-0.03566149523871466,-0.0029581716076348586,0.019186369981682317,-1.9701255653799176e-05,-0.035881891845802726,-0.033442862696448486,-0.017406225496746103,0.015696931218247584,-0.009004870811552995,0.008066115133201435,0.04447617659958246,,,-0.014412849904329833,-0.006243215989852418,-0.01778074927339795,-0.011917209960229132,-0.006243215989852541,0.017144748110581958,-0.015742709132281842,0.0067481360208322206,-0.014307062641054896,0.009694586253348575,-0.004570919596483797,0.025738706577264583
Year_Birth,0.017780749273393084,1.0,-0.21086426129293556,0.24445089141695595,-0.3383777098804838,-0.031686878634043146,-0.1769894904829493,-0.024426679900271094,-0.04186860144011939,-0.05309393671560162,-0.014595151045585598,-0.07137217104983577,-0.0534188952583845,-0.15564779090394765,-0.1442973742872388,-0.14587480988567061,0.11615673451543271,0.04890007403396905,-0.0774112111393349,-0.0038512611513354653,-0.020429454867821193,-0.022362316648989494,-0.02614673276042561,,,-0.12802355763471523,-0.0057529303320691845,-0.9999999999999993,-0.06817514512959146,-0.005752930332069527,-0.12943362303413916,-0.024316495203063587,-0.18297058755681686,0.018171164548579016,-0.13904247435163658,0.11470825464028868,-0.0964756807394748
Income,0.03260595303974845,-0.21086426129293556,1.0,-0.5251374458120983,0.043635465050348,-0.01987162240325146,0.6936669615885688,0.5275472317598099,0.669237218529458,0.5451886646738935,0.5320141091035894,0.40295090186756766,-0.11718067695801218,0.4959044848244858,0.6819595421863021,0.6617124295539282,-0.659239647011078,-0.04416926582382701,0.23548998920595135,0.4073980848754705,0.3451355683486531,0.09834737135286273,-0.03757900545462274,,,0.3924961972262017,-0.025194625460550107,0.21086426129293412,-0.34415696881617797,-0.02519462546055047,0.799199611248759,0.37210281619912383,0.7627031558049602,-0.21125095405382013,0.5715314509659258,-0.35472791686238814,0.6391942405235469
Kidhome,-0.014925583026387391,0.24445089141695595,-0.5251374458120983,1.0,-0.02612937898342172,0.007079160414846942,-0.4809902651696277,-0.3807196160117674,-0.430506010964788,-0.40260304433917815,-0.3760934224347685,-0.3127227209197077,0.21786006127678711,-0.3677872486935315,-0.5088014701790633,-0.5040651784377888,0.4461854012997304,0.027817182899514546,-0.14928066122421882,-0.19424572599356205,-0.16582292091400835,-0.06988028789145198,0.03254811985424033,,,-0.29272050565332336,-0.06883557277021438,-0.24445089141695556,0.6962672696890808,-0.06883557277021415,-0.5484365847021605,-0.19366196713619147,-0.5728905763851884,0.19797640959724455,-0.4644097995931322,0.2893050691292936,-0.42842520533487316
Teenhome,-0.0017338979684038036,-0.3383777098804838,0.043635465050348,-0.02612937898342172,1.0,0.019216508950000315,0.010833519957638421,-0.17924240439076214,-0.2643108393506176,-0.21426671075460654,-0.17102169801520628,-0.03551404211008934,0.38314398335573696,0.13866210501427376,-0.1152047395504404,0.06243085268100843,0.1427266382781707,-0.051545557618401204,0.03515745132539126,-0.18649380476277677,-0.14088174108222093,-0.02650341867509227,5.906547726657152e-05,,,0.15445804227671348,0.009067328797188613,0.3383777098804884,0.6993445154616855,0.00906732879718894,-0.13895694602954525,-0.13217343046714627,0.0327101275828852,0.10395640699798818,-0.11399791834891518,0.04053787597604413,-0.15755069750370973
Recency,-0.04627678962323375,-0.031686878634043146,-0.01987162240325146,0.007079160414846942,0.019216508950000315,1.0,-0.005341292930686975,-0.02474128970044749,0.005077981469766569,-0.006172650356894464,0.0005492466780883046,0.019057398969704677,0.01908796878313331,-0.005142378562044812,0.01222398495214971,-0.00921507082803016,-0.005801441261570636,-0.04669554702560951,0.008545888253574226,-0.027163957962139443,-0.039735486131947974,-0.030410481617344044,0.0033781219651376534,,,-0.3281900153174449,0.00967702201908545,0.03168687863404241,0.018859791400210473,0.00967702201908581,-0.0016202799358177482,-0.04426606736162981,-0.0010616887854028338,-0.009685368587450359,0.027795522298424552,-0.022295692232287303,-0.023659768025370224
MntWines,0.006842452009924453,-0.1769894904829493,0.6936669615885688,-0.4809902651696277,0.010833519957638421,-0.005341292930686975,1.0,0.36328405980617934,0.55181746739329,0.3880078389476293,0.35669886267916406,0.3534701279190021,0.005989833984813077,0.5316325908260676,0.6037999754534249,0.6175893108998824,-0.31674544959693435,0.02581039809939953,0.3865966408158137,0.4298872456415088,0.33268976024940405,0.16990455239887056,-0.045325219606214204,,,0.499265942082046,0.1118179271955275,0.17698949048294738,-0.33614316695673346,0.11181792719552755,0.8864463783486681,0.4745525955653126,0.7241544439206115,-0.12633949241676704,0.4967660351589834,-0.3560486747143112,0.450558399132638
MntFruits,0.028203521048280233,-0.024426679900271094,0.5275472317598099,-0.3807196160117674,-0.17924240439076214,-0.02474128970044749,0.36328405980617934,1.0,0.5304076846255554,0.5972767590108199,0.5743176751080343,0.37750342715850244,-0.13270749119339276,0.31870014586623924,0.482886246625747,0.43682824599630027,-0.43034504798151146,0.007405074223102509,0.01317849948492997,0.24025063745624026,0.20008757124148416,0.002967625946151593,-0.011894931146836594,,,0.19312054882864102,0.039676129700397494,0.024426679900272277,-0.40092654932059496,0.03967612970039732,0.5981076974538335,0.17235532111711144,0.5136542928666762,-0.1517556384594185,0.41818519673125704,-0.2654213719901838,0.4668560918799522
MntMeatProducts,0.026392643550555206,-0.04186860144011939,0.669237218529458,-0.430506010964788,-0.2643108393506176,0.005077981469766569,0.55181746739329,0.5304076846255554,1.0,0.5737776711355278,0.5521312075858475,0.35791287679143946,-0.12461473555365507,0.34361923147009305,0.7005654217204165,0.4744159044307346,-0.5355830223994653,0.0003267980365350268,0.10367196008245022,0.3694261766641085,0.3177325354146781,0.04031602837910666,-0.037173852362632216,,,0.2928973855918514,0.05492020871549904,0.04186860144011491,-0.4976067592075559,0.05492020871549813,0.8421502364384257,0.3032474948690833,0.6290911926995658,-0.23272277105514014,0.5890906075987679,-0.36112753748715054,0.5912091437949877
MntFishProducts,-0.0013459682480579831,-0.05309393671560162,0.5451886646738935,-0.40260304433917815,-0.21426671075460654,-0.006172650356894464,0.3880078389476293,0.5972767590108199,0.5737776711355278,1.0,0.5834807516190252,0.4055176708231035,-0.15270639246328346,0.31677382686816313,0.5386183548888333,0.44123637743690924,-0.4488289195084549,0.015355690696362272,0.02209330747637255,0.20490341942828713,0.2772796359056515,0.015858841666623068,-0.023394964588677125,,,0.22214977197512584,0.0660239557784587,0.05309393671560119,-0.4417222575926094,0.06602395577845853,0.6414343198877748,0.19555464782828394,0.5377575843184799,-0.17801164865880917,0.4710850391364049,-0.2939897253050393,0.4769937330454171
MntSweetProducts,0.010109048030057922,-0.014595151045585598,0.5320141091035894,-0.3760934224347685,-0.17102169801520628,0.0005492466780883046,0.35669886267916406,0.5743176751080343,0.5521312075858475,0.5834807516190252,1.0,0.3400126815285204,-0.12839457185974568,0.35815200648973844,0.49030083631979904,0.4414090482514424,-0.4349937100913347,-0.007304763939389204,0.0429330787278735,0.27000789129146463,0.23279193942026374,0.026587617211564586,-0.029918690613177455,,,0.21474239092714936,0.04457591741503835,0.014595151045585007,-0.3917159917457989,0.04457591741503803,0.5993372786904233,0.20547327140181748,0.5334951439341432,-0.1273922885326112,0.41011931203323443,-0.2771654930111409,0.5598490055007163
MntGoldProds,0.01125959978674343,-0.07137217104983577,0.40295090186756766,-0.3127227209197077,-0.03551404211008934,0.019057398969704677,0.3534701279190021,0.37750342715850244,0.35791287679143946,0.4055176708231035,0.3400126815285204,1.0,0.02095997928267146,0.381238700624874,0.4180802787846971,0.3562572668971373,-0.2536244382139287,0.1006942682619259,0.018632087936466528,0.16967770645551572,0.14896298633765365,0.01089623066550598,-0.02725192060374442,,,0.25468788044458374,0.05887477506274785,0.07137217104983506,-0.24910584856840506,0.05887477506274665,0.5080959062358829,0.1663746677655374,0.4741817231576277,-0.0355211988469113,0.3909907859354672,-0.3297399957705601,0.41590667928730424
NumDealsPurchases,-0.03566149523871466,-0.0534188952583845,-0.11718067695801218,0.21786006127678711,0.38314398335573696,0.01908796878313331,0.005989833984813077,-0.13270749119339276,-0.12461473555365507,-0.15270639246328346,-0.12839457185974568,0.02095997928267146,1.0,0.23969950456405165,0.016455831431614054,0.07476097884667886,0.3171365153770442,-0.02840955230333701,0.019715241458712347,-0.18552362889481208,-0.13505873908441235,-0.051517984595463334,0.005442021858640041,,,0.13446397839520255,0.13437447367865993,0.053418895258388784,0.43088426007008174,0.13437447367866004,-0.07300372095492547,-0.13097524637639482,0.1299634041203017,0.2192267519679376,0.021387482577147433,-0.2089024309164697,-0.1640274944485701
NumWebPurchases,-0.0029581716076348586,-0.15564779090394765,0.4959044848244858,-0.3677872486935315,0.13866210501427376,-0.005142378562044812,0.5316325908260676,0.31870014586623924,0.34361923147009305,0.31677382686816313,0.35815200648973844,0.381238700624874,0.23969950456405165,1.0,0.39907847996584717,0.5340975450070123,-0.06147444049020647,0.018707080622905617,0.16752946348349154,0.14392371631538517,0.17204374247548704,0.02693831402923546,-0.020182112521384292,,,0.4537196302808503,0.11529405001583558,0.15564779090395056,-0.16341526511311208,0.11529405001583519,0.5375600878383188,0.19491929833752364,0.7776548109147123,0.48898934866459914,0.24134008181593344,-0.5970936700030233,0.5269156094515602
NumCatalogPurchases,0.019186369981682317,-0.1442973742872388,0.6819595421863021,-0.5088014701790633,-0.1152047395504404,0.01222398495214971,0.6037999754534249,0.482886246625747,0.7005654217204165,0.5386183548888333,0.49030083631979904,0.4180802787846971,0.016455831431614054,0.39907847996584717,1.0,0.5088895536025946,-0.5326228241185915,0.08709752328573592,0.14209796344240466,0.30574619421668586,0.30627949351061234,0.10946472540436336,-0.031945043645037856,,,0.3393881943286727,0.07550120494994733,0.14429737428723524,-0.44652795319592115,0.0755012049499467,0.754885121639445,0.3347655307334119,0.7880378944694054,-0.3222880881160195,0.8777441628030896,-0.5611580311036115,0.5172328974883043
NumStorePurchases,-1.9701255653799176e-05,-0.14587480988567061,0.6617124295539282,-0.5040651784377888,0.06243085268100843,-0.00921507082803016,0.6175893108998824,0.43682824599630027,0.4744159044307346,0.44123637743690924,0.4414090482514424,0.3562572668971373,0.07476097884667886,0.5340975450070123,0.5088895536025946,1.0,-0.44160380230097374,-0.08453800234284987,0.19530000196873068,0.19149802280256872,0.21046695273864016,0.08349788735797936,-0.02636515967426655,,,0.3645720546230008,0.07259168260780381,0.14587480988566956,-0.31559407848949356,0.07259168260780427,0.657693417996932,0.2073771282474426,0.8583842567454179,-0.24678521732937345,0.31200065504381586,-0.0681919410083525,0.4744720943732649
NumWebVisitsMonth,-0.035881891845802726,0.11615673451543271,-0.659239647011078,0.4461854012997304,0.1427266382781707,-0.005801441261570636,-0.31674544959693435,-0.43034504798151146,-0.5355830223994653,-0.4488289195084549,-0.4349937100913347,-0.2536244382139287,0.3171365153770442,-0.06147444049020647,-0.5326228241185915,-0.44160380230097374,1.0,0.07059117360134987,-0.01961115757318494,-0.26646439977441133,-0.18514569310921844,-0.009940354172684766,0.009809910209128588,,,-0.0643505817100867,0.15442230035848756,-0.11615673451542706,0.42151714273854174,0.1544223003584886,-0.5011405488059968,-0.15056586488593535,-0.4400829860494449,0.4767202083358554,-0.5084682040539076,0.05454988809281839,-0.6005953738346462
AcceptedCmp3,-0.033442862696448486,0.04890007403396905,-0.04416926582382701,0.027817182899514546,-0.051545557618401204,-0.04669554702560951,0.02581039809939953,0.007405074223102509,0.0003267980365350268,0.015355690696362272,-0.007304763939389204,0.1006942682619259,-0.02840955230333701,0.018707080622905617,0.08709752328573592,-0.08453800234284987,0.07059117360134987,1.0,-0.08028111135895288,0.0489359081736578,0.07971465111310902,0.05928146270889935,-0.003774241862333324,,,0.1682749650843074,0.014870543109985706,-0.04890007403396657,-0.017121052715171635,0.014870543109984534,0.025055358930667855,0.4103545664334593,0.004612286209721828,0.03340612820707241,0.13818731667654827,-0.15365908466722628,-0.0020632858935084354
AcceptedCmp4,-0.017406225496746103,-0.0774112111393349,0.23548998920595135,-0.14928066122421882,0.03515745132539126,0.008545888253574226,0.3865966408158137,0.01317849948492997,0.10367196008245022,0.02209330747637255,0.0429330787278735,0.018632087936466528,0.019715241458712347,0.16752946348349154,0.14209796344240466,0.19530000196873068,-0.01961115757318494,-0.08028111135895288,1.0,0.3247850343591499,0.2704638977144921,0.27507565990239186,-0.029248961436090112,,,0.2931904864171537,0.06093391258399562,0.07741121113933584,-0.08149595883482688,0.06093391258399494,0.2644984176121123,0.6311214762488656,0.20876486441470496,-0.01603530627405591,0.11685924253014278,-0.09345937747160155,0.08524319538634954
AcceptedCmp5,0.015696931218247584,-0.0038512611513354653,0.4073980848754705,-0.19424572599356205,-0.18649380476277677,-0.027163957962139443,0.4298872456415088,0.24025063745624026,0.3694261766641085,0.20490341942828713,0.27000789129146463,0.16967770645551572,-0.18552362889481208,0.14392371631538517,0.30574619421668586,0.19149802280256872,-0.26646439977441133,0.0489359081736578,0.3247850343591499,1.0,0.41121530605232004,0.1977932073193458,-0.027907482373785226,,,0.2993992955374709,-0.002660540926496266,0.0038512611513359628,-0.27279903769002173,-0.0026605409264971913,0.4490976177280715,0.7087517779238064,0.26529341383772637,-0.10355192156657748,0.2650752224227267,-0.1644668034925744,0.30778297288368917
AcceptedCmp1,-0.009004870811552995,-0.020429454867821193,0.3451355683486531,-0.16582292091400835,-0.14088174108222093,-0.039735486131947974,0.33268976024940405,0.20008757124148416,0.3177325354146781,0.2772796359056515,0.23279193942026374,0.14896298633765365,-0.13505873908441235,0.17204374247548704,0.30627949351061234,0.21046695273864016,-0.18514569310921844,0.07971465111310902,0.2704638977144921,0.41121530605232004,1.0,0.21090645301162422,-0.02637598346817177,,,0.25658410439594487,-0.009029184002664585,0.020429454867821224,-0.2197251822782611,-0.009029184002665142,0.3744980163777657,0.6905491825723293,0.2845597621493855,-0.08702978822697767,0.24468259441650372,-0.15858687926489748,0.22490557636736974
AcceptedCmp2,0.008066115133201435,-0.022362316648989494,0.09834737135286273,-0.06988028789145198,-0.02650341867509227,-0.030410481617344044,0.16990455239887056,0.002967625946151593,0.04031602837910666,0.015858841666623068,0.026587617211564586,0.01089623066550598,-0.051517984595463334,0.02693831402923546,0.10946472540436336,0.08349788735797936,-0.009940354172684766,0.05928146270889935,0.27507565990239186,0.1977932073193458,0.21090645301162422,1.0,-0.01125240654654357,,,0.13932613616324124,0.007050828697631993,0.022362316648989036,-0.06899661542998901,0.007050828697631401,0.11545627957694371,0.44616671312607153,0.09252063287976886,-0.07102194613591693,0.08706654032725576,-0.023925868730633695,0.012601474640287281
Complain,0.04447617659958246,-0.02614673276042561,-0.03757900545462274,0.03254811985424033,5.906547726657152e-05,0.0033781219651376534,-0.045325219606214204,-0.011894931146836594,-0.037173852362632216,-0.023394964588677125,-0.029918690613177455,-0.02725192060374442,0.005442021858640041,-0.020182112521384292,-0.031945043645037856,-0.02636515967426655,0.009809910209128588,-0.003774241862333324,-0.029248961436090112,-0.027907482373785226,-0.02637598346817177,-0.01125240654654357,1.0,,,-0.04167048454318775,0.047665725174524776,0.026146732760427813,0.02331525665048415,0.0476657251745236,-0.0468917310801703,-0.03502478462315862,-0.03250314967449497,0.025054171011764128,-0.03299729267226147,0.013015327698423604,-0.021643773208145572
Z_CostContact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target,-0.014412849904329833,-0.12802355763471523,0.3924961972262017,-0.29272050565332336,0.15445804227671348,-0.3281900153174449,0.499265942082046,0.19312054882864102,0.2928973855918514,0.22214977197512584,0.21474239092714936,0.25468788044458374,0.13446397839520255,0.4537196302808503,0.3393881943286727,0.3645720546230008,-0.0643505817100867,0.1682749650843074,0.2931904864171537,0.2993992955374709,0.25658410439594487,0.13932613616324124,-0.04167048454318775,,,1.0,0.09598126624290207,0.12802355763472062,-0.0983984534857852,0.09598126624290126,0.46197360830599676,0.41027626226778147,0.4727591778249118,0.0779881151308272,0.25420385287842046,-0.29113429367552535,0.27538157555688164
Days_Since_Registration,-0.006243215989852418,-0.0057529303320691845,-0.025194625460550107,-0.06883557277021438,0.009067328797188613,0.00967702201908545,0.1118179271955275,0.039676129700397494,0.05492020871549904,0.0660239557784587,0.04457591741503835,0.05887477506274785,0.13437447367865993,0.11529405001583558,0.07550120494994733,0.07259168260780381,0.15442230035848756,0.014870543109985706,0.06093391258399562,-0.002660540926496266,-0.009029184002664585,0.007050828697631993,0.047665725174524776,,,0.09598126624290207,1.0,0.005752930332073062,-0.04270882922802138,0.9999999999999999,0.10067280068123625,0.02670966344984226,0.10670275347904176,0.055423148116527945,0.05361608723897597,-0.08673080014284162,-0.035320763517453876
Age,-0.01778074927339795,-0.9999999999999993,0.21086426129293412,-0.24445089141695556,0.3383777098804884,0.03168687863404241,0.17698949048294738,0.024426679900272277,0.04186860144011491,0.05309393671560119,0.014595151045585007,0.07137217104983506,0.053418895258388784,0.15564779090395056,0.14429737428723524,0.14587480988566956,-0.11615673451542706,-0.04890007403396657,0.07741121113933584,0.0038512611513359628,0.020429454867821224,0.022362316648989036,0.026146732760427813,,,0.12802355763472062,0.005752930332073062,1.0,0.06817514512959504,0.005752930332073443,0.12943362303413572,0.0243164952030651,0.18297058755681592,-0.01817116454857364,0.13904247435163372,-0.11470825464029079,0.09647568073947442
FamilySize,-0.011917209960229132,-0.06817514512959146,-0.34415696881617797,0.6962672696890808,0.6993445154616855,0.018859791400210473,-0.33614316695673346,-0.40092654932059496,-0.4976067592075559,-0.4417222575926094,-0.3917159917457989,-0.24910584856840506,0.43088426007008174,-0.16341526511311208,-0.44652795319592115,-0.31559407848949356,0.42151714273854174,-0.017121052715171635,-0.08149595883482688,-0.27279903769002173,-0.2197251822782611,-0.06899661542998901,0.02331525665048415,,,-0.0983984534857852,-0.04270882922802138,0.06817514512959504,1.0,-0.04270882922802088,-0.49192294912206197,-0.23337809567909784,-0.38614653251077147,0.2162024400657597,-0.41392009512668243,0.23596880327149233,-0.41946217582060225
YearsSinceRegistration,-0.006243215989852541,-0.005752930332069527,-0.02519462546055047,-0.06883557277021415,0.00906732879718894,0.00967702201908581,0.11181792719552755,0.03967612970039732,0.05492020871549813,0.06602395577845853,0.04457591741503803,0.05887477506274665,0.13437447367866004,0.11529405001583519,0.0755012049499467,0.07259168260780427,0.1544223003584886,0.014870543109984534,0.06093391258399494,-0.0026605409264971913,-0.009029184002665142,0.007050828697631401,0.0476657251745236,,,0.09598126624290126,0.9999999999999999,0.005752930332073443,-0.04270882922802088,1.0,0.10067280068123596,0.0267096634498409,0.10670275347904147,0.05542314811652758,0.05361608723897497,-0.08673080014284014,-0.0353207635174549
TotalSpend,0.017144748110581958,-0.12943362303413916,0.799199611248759,-0.5484365847021605,-0.13895694602954525,-0.0016202799358177482,0.8864463783486681,0.5981076974538335,0.8421502364384257,0.6414343198877748,0.5993372786904233,0.5080959062358829,-0.07300372095492547,0.5375600878383188,0.754885121639445,0.657693417996932,-0.5011405488059968,0.025055358930667855,0.2644984176121123,0.4490976177280715,0.3744980163777657,0.11545627957694371,-0.0468917310801703,,,0.46197360830599676,0.10067280068123625,0.12943362303413572,-0.49192294912206197,0.10067280068123596,1.0,0.4395105887153415,0.8063400064533717,-0.19647123034307362,0.634417635546683,-0.4289280590564704,0.6256571129717036
TotalAcceptedCampaigns,-0.015742709132281842,-0.024316495203063587,0.37210281619912383,-0.19366196713619147,-0.13217343046714627,-0.04426606736162981,0.4745525955653126,0.17235532111711144,0.3032474948690833,0.19555464782828394,0.20547327140181748,0.1663746677655374,-0.13097524637639482,0.19491929833752364,0.3347655307334119,0.2073771282474426,-0.15056586488593535,0.4103545664334593,0.6311214762488656,0.7087517779238064,0.6905491825723293,0.44616671312607153,-0.03502478462315862,,,0.41027626226778147,0.02670966344984226,0.0243164952030651,-0.23337809567909784,0.0267096634498409,0.4395105887153415,1.0,0.30338805699369775,-0.07594245659148513,0.303028534337714,-0.22000780363048122,0.23346719469334132
TotalPurchases,0.0067481360208322206,-0.18297058755681686,0.7627031558049602,-0.5728905763851884,0.0327101275828852,-0.0010616887854028338,0.7241544439206115,0.5136542928666762,0.6290911926995658,0.5377575843184799,0.5334951439341432,0.4741817231576277,0.1299634041203017,0.7776548109147123,0.7880378944694054,0.8583842567454179,-0.4400829860494449,0.004612286209721828,0.20876486441470496,0.26529341383772637,0.2845597621493855,0.09252063287976886,-0.03250314967449497,,,0.4727591778249118,0.10670275347904176,0.18297058755681592,-0.38614653251077147,0.10670275347904147,0.8063400064533717,0.30338805699369775,1.0,-0.060503461162549316,0.5903465483790945,-0.48374135255156236,0.6224721478273257
WebProportion,-0.014307062641054896,0.018171164548579016,-0.21125095405382013,0.19797640959724455,0.10395640699798818,-0.009685368587450359,-0.12633949241676704,-0.1517556384594185,-0.23272277105514014,-0.17801164865880917,-0.1273922885326112,-0.0355211988469113,0.2192267519679376,0.48898934866459914,-0.3222880881160195,-0.24678521732937345,0.4767202083358554,0.03340612820707241,-0.01603530627405591,-0.10355192156657748,-0.08702978822697767,-0.07102194613591693,0.025054171011764128,,,0.0779881151308272,0.055423148116527945,-0.01817116454857364,0.2162024400657597,0.05542314811652758,-0.19647123034307362,-0.07594245659148513,-0.060503461162549316,1.0,-0.3618064157025784,-0.4127238343968875,-0.02605173300133711
CatalogProportion,0.009694586253348575,-0.13904247435163658,0.5715314509659258,-0.4644097995931322,-0.11399791834891518,0.027795522298424552,0.4967660351589834,0.41818519673125704,0.5890906075987679,0.4710850391364049,0.41011931203323443,0.3909907859354672,0.021387482577147433,0.24134008181593344,0.8777441628030896,0.31200065504381586,-0.5084682040539076,0.13818731667654827,0.11685924253014278,0.2650752224227267,0.24468259441650372,0.08706654032725576,-0.03299729267226147,,,0.25420385287842046,0.05361608723897597,0.13904247435163372,-0.41392009512668243,0.05361608723897497,0.634417635546683,0.303028534337714,0.5903465483790945,-0.3618064157025784,1.0,-0.6414291135023763,0.43440960585009336
StoreProportion,-0.004570919596483797,0.11470825464028868,-0.35472791686238814,0.2893050691292936,0.04053787597604413,-0.022295692232287303,-0.3560486747143112,-0.2654213719901838,-0.36112753748715054,-0.2939897253050393,-0.2771654930111409,-0.3297399957705601,-0.2089024309164697,-0.5970936700030233,-0.5611580311036115,-0.0681919410083525,0.05454988809281839,-0.15365908466722628,-0.09345937747160155,-0.1644668034925744,-0.15858687926489748,-0.023925868730633695,0.013015327698423604,,,-0.29113429367552535,-0.08673080014284162,-0.11470825464029079,0.23596880327149233,-0.08673080014284014,-0.4289280590564704,-0.22000780363048122,-0.48374135255156236,-0.4127238343968875,-0.6414291135023763,1.0,-0.37682648667586305
WebConversionRatio,0.025738706577264583,-0.0964756807394748,0.6391942405235469,-0.42842520533487316,-0.15755069750370973,-0.023659768025370224,0.450558399132638,0.4668560918799522,0.5912091437949877,0.4769937330454171,0.5598490055007163,0.41590667928730424,-0.1640274944485701,0.5269156094515602,0.5172328974883043,0.4744720943732649,-0.6005953738346462,-0.0020632858935084354,0.08524319538634954,0.30778297288368917,0.22490557636736974,0.012601474640287281,-0.021643773208145572,,,0.27538157555688164,-0.035320763517453876,0.09647568073947442,-0.41946217582060225,-0.0353207635174549,0.6256571129717036,0.23346719469334132,0.6224721478273257,-0.02605173300133711,0.43440960585009336,-0.37682648667586305,1.0
